"Nom / Raison sociale","Commune","Code postal","Paiements directs aux agriculteurs (Feaga)","Autres paiements Feaga","Paiements Feader (hors pr�ts bonifi�s)","Paiements pr�ts bonifi�s (Feader)","Montant total"
"GAEC DE LA GOUTTE","MARSANNAY LE BOIS",21380,108964.06,0,10837.76,0,119801.82
"GAEC DE LA GRANGE NEUVE","CHALANCON",26340,44830.62,0,75051.7,0,119882.32
"GAEC DE LA HERRONNIERE","PAROY SUR SAULX",52300,112675.83,0,6409.28,0,119085.11
"GAEC DE LA HUAUDIERE","AUBIGNY SUR NERE",18700,122885.9,0,0,0,122885.9
"GAEC DE LA MARGERIDE","RIBENNES",48700,77145.77,0,40858.47,3673.1,121677.34
"GAEC DE LA METAIRIE CHATELNAUD","FAIN LES MOUTIERS",21500,112905.35,0,9451.52,0,122356.87
"GAEC DE LA PALIERE","SAINT GEORGES",57830,114801.52,0,5785.56,0,120587.08
"GAEC DE LA PETITE VARY","BUJALEUF",87460,88970.16,0,33756.3,0,122726.46
"GAEC DE LA PIONNIERE","MARILLAIS",49410,120037.57,0,0,169.16,120206.73
"GAEC DE LA PLAINE","JAUNAY CLAN",86130,105707.65,0,13982.6,0,119690.25
"GAEC DE LA PRELE","NANCOIS LE GRAND",55500,112912.41,0,7519.04,0,120431.45
"GAEC DE LA PUYADE","MARCILLAT EN COMBRAILLE",3420,65704.8,0,54682.82,177.36,120564.98
"GAEC DE LA ROCHELLE","POINSON LES NOGENT",52800,79655.34,0,41181.3,135.44,120972.08
"GAEC DE LA TOURDOURE","ESPARRON DE VERDON",4800,93576.47,0,28174.37,0,121750.84
"GAEC DE LA TROUILLERE","GUIPY",58420,99943.62,0,21311.32,0,121254.94
"GAEC DE LA VACHERIE","PUY DU LAC",17380,110865.51,0,4280.66,7527.38,122673.55
"GAEC DE LA VALETTE","CHAUCHET",23130,91254.08,0,30045.4,0,121299.48
"GAEC DE LAVAUX","THIEL SUR ACOLIN",3230,87647.94,0,31891.78,447.94,119987.66
"GAEC DE L'EPINAY","GUER",56380,112691.08,0,9491.84,0,122182.92
"GAEC DE L'ESPERANCE","BARAQUEVILLE",12160,88463.26,0,30195.75,3414.48,122073.49
"GAEC DE L'ESPERANCE","USSON DU POITOU",86350,122293.48,0,0,0,122293.48
"GAEC DE L'ETANCHE","THOREY LYAUTEY",54115,117061.9,0,4904.25,0,121966.15
"GAEC DE L'ETANG","ASSON",64800,39962.81,0,80267.81,0,120230.62
"GAEC DE LONGEREVAL","MARSON",51240,122588.66,0,0,0,122588.66
"GAEC DE MALROY","DAMMARTIN SUR MEUSE",52140,106888.72,0,14583.64,0,121472.36
"GAEC DE MARCILLAC","YSSANDON",19310,51451.56,0,69031.85,0,120483.41
"GAEC DE MASSES","CANCON",47290,121881.99,0,0,360.9,122242.89
"GAEC DE MAUPERTUIS","LILLY",27480,119797.88,0,0,0,119797.88
"GAEC DE MAUREPAIRE","PINEY",10220,122116.4,0,0,0,122116.4
"GAEC DE NERON","SAIZY",58190,98693.8,0,21264.2,0,119958
"GAEC DE PIERREGROSSE","LANTRIAC",43260,65764.47,0,51112.82,5354.02,122231.31
"GAEC DE PRAPERIER","PRUNIERES",5230,67100.41,0,52046.4,0,119146.81
"GAEC DE PRATCLAUX","LANDOS",43340,74818.91,0,45348.44,1693.68,121861.03
"GAEC DE PRESSIGNY","PRESSIGNY",52500,121336.56,0,0,405.96,121742.52
"GAEC DE ROSEBOIS","MONCEL SUR SEILLE",54280,112971.95,0,8656.47,0,121628.42
"GAEC DE THORIGNE","PRESSAC",86460,121193.56,0,0,0,121193.56
"GAEC DE TROTOCO","BELFORT DU QUERCY",46230,120385.1,0,0,0,120385.1
"GAEC DE VACHERESSE","BERZEME",7580,71524.49,0,46968.98,927.48,119420.95
"GAEC DE VALYREVE","CHAMPAGNE EN VALROMEY",1260,70855.92,0,48287.32,0,119143.24
"GAEC DE VAUCHISSON","OUROUX EN MORVAN",58230,90027.17,0,29499.77,2339.14,121866.08
"GAEC DE VILLEVERT","DISSAY",86130,117432.76,0,3497.1,0,120929.86
"GAEC D'ENHISSE","LAVARDENS",32360,119816.32,0,0,0,119816.32
"GAEC D'EPINAY","OSMOY SAINT VALERY",76660,122856.07,0,0,0,122856.07
"GAEC DES ALLEES","DAMMARTIN SUR MEUSE",52140,103286.72,0,17179.89,401.42,120868.03
"GAEC DES BAILLYS","SAINT FARGEAU",89170,121180.92,0,0,0,121180.92
"GAEC DES BROUTS","SAUVAGNAC",16310,93846.97,0,25968.09,0,119815.06
"GAEC DES CHANTERELLES","SAINT ETIENNE EN DEVOLUY",5250,69497.47,0,49719.52,0,119216.99
"GAEC DES DATTIERS","MONTHOIS",8400,115116.09,0,5184.28,0,120300.37
"GAEC DES DEUX RIVIERES","NOGENT SUR VERNISSON",45290,122621.48,0,0,0,122621.48
"GAEC DES GAZELIES","LAURESSES",46210,40198.23,0,81765.23,0,121963.46
"GAEC DES GENTIANES","SAINT DISDIER",5250,71798.83,0,49723.13,0,121521.96
"GAEC DES GOUETS","MOLLES",3300,39447.65,0,83322.62,0,122770.27
"GAEC DES LANDES","JAVRON LES CHAPELLES",53250,101582.99,0,17421.44,0,119004.43
"GAEC DES MAILLETS","WIGNEHIES",59212,116098.7,0,6785.04,0,122883.74
"GAEC DES MARRONNIERS","LOUROUX BECONNAIS",49370,118345.83,0,3248.86,0,121594.69
"GAEC DES MAZUTS","LAURESSES",46210,44212.82,0,77242.45,0,121455.27
"GAEC DES MESANGES","MAZINGHIEN",59360,106477.75,0,13882.4,0,120360.15
"GAEC DES PETITS BROSSARDS","GRANDCHAMP",89350,105632.61,0,15213.14,2060.96,122906.71
"GAEC DES PIERRIERES","TROISFONTAINES LA VILLE",52130,111818.72,0,9189.12,0,121007.84
"GAEC DES TERRIERS","MESANGER",44522,120816.23,0,0,0,120816.23
"GAEC DROUET","MOITIERS D ALLONNE",50270,104744.69,0,17998.12,0,122742.81
"GAEC DU BAYARD","ESTAIRES",59940,121316.96,0,0,0,121316.96
"GAEC DU BAZIE","MAUVAISIN",31190,122670.24,0,0,0,122670.24
"GAEC DU BECHAMP","SAINT OUEN DOMPROT",51320,122704.54,0,0,0,122704.54
"GAEC DU BEL AIR","AUVILLERS LES FORGES",8260,119167.33,0,0,0,119167.33
"GAEC DU BOIS DE ROLLEPOT","FREVENT",62270,119184.1,0,0,0,119184.1
"GAEC DU BOURG","SAXI BOURDON",58330,114028.21,0,5984.62,0,120012.83
"GAEC DU BREUIL","CHAUVIGNY",86300,104715.25,0,14844.74,0,119559.99
"GAEC DU CANADA","LAON",2000,122093.92,0,0,0,122093.92
"GAEC DU CHENOIS","BECHAMPS",54800,119523.66,0,0,0,119523.66
"GAEC DU CHESNAY CHEL","LANDEC",22980,115318.04,0,7192.4,0,122510.44
"GAEC DU CORMIER DAVID","LANNERAY",28200,113007.03,0,6401.44,0,119408.47
"GAEC DU COUDRAY","CIVRAY",18290,117446.46,0,1866.9,0,119313.36
"GAEC DU DANFOSS","VILLERS SIR SIMON",62127,120451.34,0,0,0,120451.34
"GAEC DU FROMENT VIF","SAINT JUSAINT PRES BRIOUDE",43100,85539.79,0,33980.04,1048.36,120568.19
"GAEC DU GUE DE BOURG","SANCOINS",18600,109455.98,0,13180.38,71.64,122708
"GAEC DU LOMBARTEIX","COURTINE",23100,80602.46,0,37594.53,2015.02,120212.01
"GAEC DU MAZEAU","LOUROUX HODEMENT",3190,99561.15,0,21542.66,0,121103.81
"GAEC DU MONT JARDHEUIL","BEAUCHEMIN",52260,99023.05,0,22975.29,946.14,122944.48
"GAEC DU MOUSSEAU","SAINT BOIL",71390,69610.49,3600,47579.33,13.14,120802.96
"GAEC DU NEUFBOURG","TOUFFREVILLE LA CORBELINE",76190,122853.97,0,0,0,122853.97
"GAEC DU NOYER","PREUTIN HIGNY",54490,110703.18,0,10254.08,0,120957.26
"GAEC DU PARC","MIREMONT",31190,119261.64,0,0,0,119261.64
"GAEC DU PETIT CHAUVEUX","NIORT",79000,115930.34,0,3993.2,413.52,120337.06
"GAEC DU PLATEAU","SAUGUES",43170,89460.32,0,30660.44,1127.14,121247.9
"GAEC DU POIRIER SAINT REMY","AINGOULAINCOURT",52230,113321.1,0,8940.48,377.3,122638.88
"GAEC DU PRE DES ROIS","GIRONDELLE",8260,120084.06,0,0,0,120084.06
"GAEC DU PRINTEMPS","ESTABLES",43150,62488.9,0,57325.45,0,119814.35
"GAEC DU PUY CLAVAUD","MARCILLAT EN COMBRAILLE",3420,95684.1,0,21233.8,3406.84,120324.74
"GAEC DU ROUGE BOIS","CONTHIL",57340,109932.44,0,11390.57,0,121323.01
"GAEC DU SANON","MAIXE",54370,122015.67,0,0,221.72,122237.39
"GAEC DU SAULT","ARGENTON L EGLISE",79290,120422.15,0,0,0,120422.15
"GAEC DU TREFLE","FRECOURT",52360,97671.01,0,21335.85,3267.56,122274.42
"GAEC DU VAL D'ANDIUS","VAUX ANDIGNY",2110,120564.87,0,0,0,120564.87
"GAEC DU VAL LA BELLE","TROISGOTS",50420,122499.87,0,0,0,122499.87
"GAEC DU VIADUC","SAINT GERMAIN LA MONTAGNE",42670,37131.76,0,84517.03,0,121648.79
"GAEC DU VIADUC","SAINT AMANDIN",15190,80295.72,0,38325.96,2900.76,121522.44
"GAEC DUDRAGNE","POUGUES LES EAUX",58320,117497.43,0,1709.45,0,119206.88
"GAEC DUPARD","ETANG SUR ARROUX",71190,52300.09,0,69605.74,0,121905.83
"GAEC FAGOTET JOSSERAND","THOISY LE DESERT",21320,99334.75,0,19335.94,496.04,119166.73
"GAEC FAUCHEUX","COURSON LES CARRIERES",89560,110182.25,0,10877.12,0,121059.37
"GAEC FENEUIL COPPEE","CHAMERY",51500,0,120148.14,0,0,120148.14
"GAEC FERME DU PARC","BOSQUENTIN",27480,121958.89,0,0,0,121958.89
"GAEC FOSSEY","DORCEAU",61110,114025.39,0,5109.87,1855.4,120990.66
"GAEC FOURNIER","LUSSAT",23170,90812.19,0,30371.48,345,121528.67
"GAEC FRAYSSE BOSREDON","BUJALEUF",87460,56668.75,0,56240.99,7208.18,120117.92
"GAEC GATHIER","SAINT EXUPERY LES ROCHES",19200,33415.13,0,89100.88,0,122516.01
"GAEC GLEIZES LAGRANGE","SAINT SERNIN",11420,116286.59,0,3086.37,0,119372.96
"GAEC GUILLEMAILLE","TERSANNES",87360,105862.78,0,15063.86,0,120926.64
"GAEC HAUT CHENE","BELLOU SUR HUISNE",61110,104566.5,0,10717.52,4154.72,119438.74
"GAEC HEBERT","AMBRUMESNIL",76550,122597.15,0,0,0,122597.15
"GAEC HERBE","MOYEMONT",88700,73883.5,0,47301.99,937.6,122123.09
"GAEC HIERONIMUS","MARTHILLE",57340,109109.77,0,8168.43,2192.64,119470.84
"GAEC JONCOUX AU MEYNIAL","VAULMIER",15380,67808.94,0,54923.52,0,122732.46
"GAEC LA BORDERIE","AIGUILLON SUR VIE",85220,119944.85,0,-395.61,0,119549.24
"GAEC LA BOURGADE","BRETONNIERE LA CLAYE",85320,98612.36,0,20583.74,0,119196.1
"GAEC LA FERME AUX ANES","UNAC",9250,32770.42,0,85572.59,1362.18,119705.19
"GAEC LA POUPARDIERE","BRESSUIRE",79300,73617.66,0,45843.54,0,119461.2
"GAEC LACQUEMARD","BASSY",74910,82429,0,28158.86,11696.7,122284.56
"GAEC LAGACHE","CHUIGNOLLES",80340,121374.79,0,0,0,121374.79
"GAEC L'AGULIO","PELOUSE",48000,53180.39,0,66998.14,0,120178.53
"GAEC LAMOUROUX","VEREAUX",18600,119514.77,0,0,0,119514.77
"GAEC LE CLOS DU MOULIN","FAY DE BRETAGNE",44130,120196.78,0,0,343.78,120540.56
"GAEC LE CLOS VILLARD","FLAGY",71250,74115,0,45329.86,0,119444.86
"GAEC LE MARAIS POITEVIN","MOREILLES",85450,104607.05,0,11721.26,4090.24,120418.55
"GAEC LE PALAINEAU","LANGON",85370,101673.07,0,21161.32,0,122834.39
"GAEC LE SALEVE","BEAUMONT",74160,46529.78,0,72948.07,464.88,119942.73
"GAEC LE VIEUX CHENE","COULONGES THOUARSAIS",79330,109744.69,0,10582.49,2533.86,122861.04
"GAEC LEFAURE","SAINT ANASTASIE",15170,67890.59,0,51089.12,512.18,119491.89
"GAEC LES FRICHES","SAINT CHRISTOPHE LE JAJOLET",61570,120404.51,0,0,0,120404.51
"GAEC LES GRANONS","REILLANNE",4110,64015.63,0,57953.37,0,121969
"GAEC LES MAURELS","CHAUDEYRAC",48170,42334.47,0,78663.68,0,120998.15
"GAEC LES MUGUETS","CHENE EN SEMINE",74270,62150.89,0,55158.35,5296.68,122605.92
"GAEC LES TROIS CANTONS","PINEAUX",85320,119765.32,0,0,0,119765.32
"GAEC LESTRADE","FONTERS DU RAZES",11400,114068.77,0,7160.91,0,121229.68
"GAEC LONGEVILLE","LESTERPS",16420,95781.2,0,21643.89,3615.24,121040.33
"GAEC LOURS","NAUCELLES",15250,89526.88,0,31483.9,0,121010.78
"GAEC MARAIS DU CHATELIER","PORNIC",44210,92704.58,0,27849.89,234.44,120788.91
"GAEC MENET","VRITZ",44540,121580,0,0,0,121580
"GAEC NOIZILLIER LA COLLONGE","MARMAGNE",71710,80600.66,0,39266.4,0,119867.06
"GAEC NORMAND","MONT LE VERNOIS",70000,81254.12,0,37753.24,3314.98,122322.34
"GAEC OVI-BOV","VILLENEUVE EN MONTAGNE",71390,91868.86,0,29944.7,632.26,122445.82
"GAEC PARTIEL D'IZE","BRAINVILLE SUR MEUSE",52150,104753.1,0,14697.6,438.86,119889.56
"GAEC PELLENARD O T ET L","SAINT VINCENT BRAGNY",71430,79316.1,0,39109.8,3214.6,121640.5
"GAEC PERRAUD","VINDECY",71110,87514.89,0,30665.99,3051.18,121232.06
"GAEC PERRAUX","TRINITE DES LAITIERS",61230,59409.61,0,61469.99,0,120879.6
"GAEC PERRIE","MARMANHAC",15250,84109.85,0,34803.38,1238.68,120151.91
"GAEC PERROT","JOURS EN VAUX",21340,98647.08,0,16058.99,4497.36,119203.43
"GAEC PETILLAT","GRAVON",77118,92950.88,0,26761.7,0,119712.58
"GAEC PHILIPPON","BRESSE SUR GROSNE",71460,89940.2,0,29116.03,2478.18,121534.41
"GAEC PONSIGNON DELANDHUY","YONCQ",8210,118257.49,0,1440,1384.68,121082.17
"GAEC POYELLE","HORNOY LE BOURG",80640,119365.6,0,0,0,119365.6
"GAEC PRADEL","TIVIERS",15100,57728.71,0,63226.36,0,120955.07
"GAEC PRANLONG","LAVAL DU TARN",48500,54652.12,0,59966.13,6313.82,120932.07
"GAEC RAT PERE ET FILS","GRURY",71760,94937.59,0,23281.02,3531.74,121750.35
"GAEC ROBIER","YGRANDE",3160,99162.03,0,21296.12,229.74,120687.89
"GAEC ROUGHEOL","PUY SAINT GULMIER",63470,43072.55,0,76563.69,2388.9,122025.14
"GAEC SAILLARD","VILLEBADIN",61310,119985.58,0,0,0,119985.58
"GAEC SAINT LARY","SAINT RADEGONDE",32500,121299.11,0,0,841.08,122140.19
"GAEC SIROUTOT","BESNANS",70230,113398.8,0,6205.12,31.06,119634.98
"GAEC SOIDE","NOIRLIEU",51330,120919.4,0,0,0,120919.4
"GAEC SOUPLET DEPOERS","MAING",59233,109636.76,0,10161.27,0,119798.03
"GAEC TARDIVON DU PONTEAU","POUGUES LES EAUX",58320,104671.09,0,16260.94,0,120932.03
"GAEC THEVENOT","JOUEY",21230,63150.03,0,58124.02,1318.42,122592.47
"GAEC TROUBA","CHALUS",87230,91711.28,0,25400,2332.34,119443.62
"GAEC VAN DE CAPPELLE","COURSON LES CARRIERES",89560,115251.34,0,4574.24,0,119825.58
"GAEC WEIRIG","SEMIDE",8400,114016.01,0,5713.89,0,119729.9
"GAEC 2000","PIERRE DE BRESSE",71270,112072.43,0,8623.04,0,120695.47
"GAEC 3 D","GUITTE",22350,102144.64,0,20071.78,0,122216.42
"GFAE MONTJOIE","RIBECOURT DRESLINCOURT",60170,121632.93,0,0,0,121632.93
"GIE LES CHENES VERTS","SAINT GILLES",30800,0,0,120000,0,120000
"LES VIGNOBLES DU RIVESALTAIS","RIVESALTES",66600,0,119841.79,0,0,119841.79
"MAIRIE DE CHICHE","CHICHE",79350,0,0,120000,0,120000
"MAISON LUGUET","BESSINES SUR GARTEMPE",87250,0,0,119602.68,0,119602.68
"MAISON RIVIERE FILS","SAINT EMILION",33330,0,119478.43,0,0,119478.43
"MOISSAC EXPORT FRUITS","CASTELSARRASIN",82100,0,0,120467.4,0,120467.4
"MONT DURAND - GAEC DU -","SAINT SAIRE",76270,121707.94,0,0,0,121707.94
"PARC NATUREL REGIONAL NORMANDIE MAINE","CARROUGES",61320,0,0,119529.6,0,119529.6
"S M G P N R NARBONNAISE","NARBONNE",11100,0,0,120340.44,0,120340.44
"SARL BARIT LAURICHESSE","VERRIERES",16130,1115.42,85159.74,34112.16,0,120387.32
"SARL CARTRY","CLERMONT FERRAND",63100,0,0,119603.76,0,119603.76
"SARL GANDELLI","REOTIER",5600,0,0,120000,0,120000
"SAS PRONATURA BRETAGNE","PLOUHA",22580,0,0,119666.22,0,119666.22
"SCA NELFRUITS PICARDIE","NESLE",80190,0,121520.92,0,0,121520.92
"SCAV DE SERIGNAN","SERIGNAN",34410,0,120879,0,0,120879
"SCEA BARTOLI","CONDE LES HERPY",8360,121323.33,0,0,0,121323.33
"SCEA BERTHAUT - VIELET","MERCIN ET VAUX",2200,121237.06,0,0,0,121237.06
"SCEA BRASIER","SAINT HILAIRE LE GRAND",51600,106355.66,0,12749.99,0,119105.65
"SCEA CROIX AUX LIEVRES","DANGU",27720,122533.49,0,0,0,122533.49
"SCEA DCPF LEMIEGRE DANIEL","ASSIGNY",76630,120643.42,0,0,0,120643.42
"SCEA DE BROLLES","CONDEAU",61110,120685.5,0,2295.93,0,122981.43
"SCEA DE CHADEFAUD","SAINT BONNET",16300,80408.92,38726.5,0,0,119135.42
"SCEA DE CHAMPMARE","GRANDE PAROISSE",77130,119607.97,0,0,0,119607.97
"SCEA DE COURBEVOIE","ARC EN BARROIS",52210,114585.07,0,7600,0,122185.07
"SCEA DE FLORIMOND","BLANQUEFORT",33290,119276.94,0,0,0,119276.94
"SCEA DE LA BRUSE","COMMENSACQ",40210,121539.97,0,0,0,121539.97
"SCEA DE LA FERME DES BROSSES","INTREVILLE",28310,120379.38,0,0,0,120379.38
"SCEA DE LA FERME DU GOUVERNEMENT","MOISLAINS",80760,121149.47,0,0,0,121149.47
"SCEA DE LA MALADRERIE","CHAPELLE D ANGILLON",18380,121788.68,0,0,0,121788.68
"SCEA DE LA MOTTE","PRUNIERS",36120,91436.91,0,27696.76,0,119133.67
"SCEA DE MALAPRADE","CAHUZAC",81540,122741.02,0,0,0,122741.02
"SCEA DE MONTAUZEY","BELHADE",40410,121407.65,0,0,0,121407.65
"SCEA DE MUNCHHOUSE","MUNCHHOUSE",68740,119730.95,728.74,0,0,120459.69
"SCEA DE PIED DE BOIS","DIOU",36260,97942.02,0,22450,0,120392.02
"SCEA DE SAINT AGNANT","APREMONT LA FORET",55300,121355.49,0,0,0,121355.49
"SCEA DE SAINT ARNOULT","BONNEUIL EN VALOIS",60123,120276.37,0,0,0,120276.37
"SCEA DE TOUCHEBREDIER","CHAPELLE DU NOYER",28200,119613.43,0,0,0,119613.43
"SCEA DE TREZY","CHAPELLE HUGON",18150,117871.27,0,2820.25,0,120691.52
"SCEA DE VAREILLES","BANNAY",51270,121095.28,0,0,0,121095.28
"SCEA DES EPAILLES","VIGNACOURT",80650,121086.05,0,0,0,121086.05
"SCEA DES FORGES","VILLUIS",77480,122258,0,0,0,122258
"SCEA DIDIER BELLEAU","MONFLANQUIN",47150,122003,0,0,0,122003
"SCEA DOMAINE DE BARONVILLE","BEVILLE LE COMTE",28700,120489.55,0,0,0,120489.55
"SCEA DOMAINE DE L'AIGLE","NARBONNE",11100,0,119712.75,0,0,119712.75
"SCEA DOMAINE DE SAINTE CROIX","MONTAGNAC",34530,120011.62,0,0,0,120011.62
"SCEA DOMAINE DES ORMES","COUPEVILLE",51240,119816.61,0,0,0,119816.61
"SCEA DOSSIN ET FILS","DOUILLY",80400,119180.54,0,0,0,119180.54
"SCEA DU BOUCHE","CORQUOY",18190,113338.45,0,7600,0,120938.45
"SCEA DU DOMAINE DE BATHARIERE","LUXEY",40430,121869.89,0,0,0,121869.89
"SCEA DU DOMAINE DE L'EGLISE","CONTRES",18130,116969.5,0,3710.07,0,120679.57
"SCEA DU DOMAINE DE TOURNAY","FAVRESSE",51300,120626.49,0,0,0,120626.49
"SCEA DU FANUM","LOCONVILLE",60240,120158.47,0,0,0,120158.47
"SCEA DU GIBON","LEUGNY",89130,112801.67,0,7579.84,0,120381.51
"SCEA DU GRAND CAUMONT","VESLES ET CAUMONT",2350,122323.88,0,0,0,122323.88
"SCEA DU MONT CORNILLET","PONTFAVERGER MORONVILLIERS",51490,121882.48,0,0,0,121882.48
"SCEA ELEVAGE DE LA CLAIRAUDERIE","TRIMOUILLE",86290,111097.93,0,9975.15,0,121073.08
"SCEA FERACCI JEROME","MARAUSSAN",34370,122154.4,0,0,0,122154.4
"SCEA FERME CHANTEMERLE","LAGNY LE SEC",60330,119628.17,0,0,0,119628.17
"SCEA FERME DU CHATEAU","CAYEUX EN SANTERRE",80720,120844.57,0,0,0,120844.57
"SCEA FERME DU TROUVILLIERS","CORBREUSE",91410,120073.43,0,0,0,120073.43
"SCEA FERME DU VIEUX CHATEAU","VIERZY",2210,121505.03,0,0,0,121505.03
"SCEA FOLTIER","JUSSY CHAMPAGNE",18130,101643.39,0,20493.66,0,122137.05
"SCEA GALLOIS","SAINT MARTIN L HEUREUX",51490,121925.6,0,0,0,121925.6
"SCEA GATI-PLAINE","SAIVRES",79400,107746.84,0,11618.2,0,119365.04
"SCEA JEAN LUC CHARTIER","EVE",60330,122904.95,0,0,0,122904.95
"SCEA JPF BRAZIER","BARENTON CEL",2000,121837.47,0,0,0,121837.47
"SCEA L' AUBEPINE","ANNAY SUR SEREIN",89310,114504.93,0,7600,0,122104.93
"SCEA LA GRANGE DU COMMANDEUR","SAINT GEORGES DU BOIS",17700,120254.31,0,0,0,120254.31
"SCEA LE BALENTREUX","OFFOY",80400,120579.86,0,0,0,120579.86
"SCEA LECOUTEUX","AUZEBOSC",76190,122912.44,0,0,0,122912.44
"SCEA LEPRETRE DE STE COLOMBE","SAINT DENIS",89100,114020.17,0,7576.96,0,121597.13
"SCEA LES FUIES","BENET",85490,119859.94,0,2804.32,0,122664.26
"SCEA LES ROSEAUX DE BEAUJEU","ARLES",13200,122636.7,0,0,0,122636.7
"SCEA LUC BOUTROY","RENANSART",2240,121236.42,0,0,0,121236.42
"SCEA MAREG","CHAUVIGNY",86300,121145.53,0,0,0,121145.53
"SCEA MEURISSE","MONCEAU LE NEUF ET FAUCOUZ",2270,119705.74,0,0,0,119705.74
"SCEA OPSOMMER","MAUREPAS",80360,122437.74,0,0,0,122437.74
"SCEA PELISSIER ET FILS","AMBRES",81500,122853.21,0,0,0,122853.21
"SCEA PIERCOURT","MORTIERS",2270,121373.68,0,0,0,121373.68
"SCEA PUIS","BELBERAUD",31450,120602.45,0,0,0,120602.45
"SCEA RAFFETIN","HERRY",18140,120069.81,0,0,0,120069.81
"SCEA ROQUES","BOURG SAINT BERNARD",31570,121816.32,0,0,0,121816.32
"SCEA SOCIETE SEBBE P A","ARTEMPS",2480,77947.94,38942.5,4558,0,121448.44
"SCEA THIROUIN","YCHOUX",40160,122582.18,0,0,0,122582.18
"SCEA TOUMOJOUAN","GRENADE",31330,121337.81,0,0,0,121337.81
"SCEA TRONEL","ORGEVAL",2860,120554.46,0,0,0,120554.46
"SCEA TUPIGNY","ATTILLY",2490,119343.73,0,0,0,119343.73
"SCEA WRINCQ VARNIER","HUMBAUVILLE",51320,122385.73,0,0,0,122385.73
"SEP DES DEUX VALLEES SP","MILLENCOURT",80300,119780.87,0,0,0,119780.87
"SOC COOP APPRO SERVI CHATEAUNEUF DU PAPE","CHATEAUNEUF DU PAPE",84230,0,121792.87,0,0,121792.87
"SYNDICAT MIXTE DE DEVELOPPEMENT DU BASSIN DE BOURG","BOURG EN BRESSE CEDEX",1006,0,0,119094.95,0,119094.95
"SYNDICAT MIXTE PAYS DE BALAGNE","CATERI",20225,0,0,119418.21,0,119418.21
"VIGNOBLES DUCOURT","LADAUX",33760,0,13956.2,106552,0,120508.2
"AFA BONNEMENT","LEGLANTIERS",60420,115479.64,0,0,0,115479.64
"ASA DES DAMES","NOUAILLE MAUPERTUIS",86340,0,0,117829.88,0,117829.88
"ASS GESTION ODG LAIT NORMANDS","CAEN",14000,0,0,117614.41,0,117614.41
"BOIS ENERGIE CENTRE OUESAINT BRETAGNE","LOCMARIA BERRIEN",29690,0,0,118448,0,118448
"CAISSE D EPARGNE DE LORRAINE CHAMPAGNE ARDENNES","METZ",57000,0,0,116695.48,0,116695.48
"CDC DU PAYS DE TARARE","TARARE",69170,0,0,117488.55,0,117488.55
"CHAMBRE AGRICULTURE LOT ET GARONNE","AGEN CEDEX",47008,0,0,116828.88,0,116828.88
"CHAMBRE D'AGRICULTURE DE LA HAUTE GARONNE","TOULOUSE CEDEX 7",31069,0,0,117873.38,0,117873.38
"CHAMBRE REGIONALE D AGRICULTURE AQUITAINE","BORDEAUX CEDEX",33075,0,0,118625.56,0,118625.56
"CIAS DU CAP DE GASCOGNE","SAINT SEVER",40500,0,0,115939.16,0,115939.16
"COMMUNAUTE DE COMMUNES DES MONTS D'ORB","BOUSQUET D ORB",34260,0,3702.6,113825.32,0,117527.92
"COMMUNAUTE DE L ESPACE SUD MARTINIQUE","SAINT LUCE",97228,0,6058.77,111154.3,0,117213.07
"COMMUNE ARRENS-MARSOUS","ARRENS MARSOUS",65400,0,0,115209.39,0,115209.39
"COMMUNE D'ARZENC DE RANDON","ARZENC DE RANDON",48170,0,0,117581.76,0,117581.76
"COMMUNE DE AURILLAC","AURILLAC CEDEX",15005,0,4595.18,112598.05,0,117193.23
"COMMUNE DE SAINT PEE","SAINT PEE SUR NIVELLE",64310,0,0,117219.04,0,117219.04
"COMMUNE DE SAINTE ENGRACE","SAINT ENGRACE",64560,0,0,116928.64,0,116928.64
"COMMUNE DE SARE","SARE",64310,0,0,115155.33,0,115155.33
"COMMUNE DE VILLENY","VILLENY",41220,0,0,115923.42,0,115923.42
"CONQUES -GAEC DU-","DRULHE",12350,99173,0,19269.65,0,118442.65
"CONSEIL GENERAL DE LA DORDOGNE","PERIGUEUX CEDEX",24019,0,0,115794.12,0,115794.12
"CONSEIL REGIONAL DU LIMOUSIN","LIMOGES",87000,0,0,117262.76,0,117262.76
"COOPERATIVE VINICOLE DU MONT SAINTE VICTOIRE","PUYLOUBIER",13114,0,0,118100.41,0,118100.41
"CS VALLEE DU BAREGE","SASSIS",65120,0,0,118330.56,0,118330.56
"CUMA DE LA ROBE DES CHAMPS","PAGNY LE CHATEAU",21250,0,107082.01,7920,0,115002.01
"CUMA DES ELEVEURS DU BERGERACOIS","LAMONZIE MONTASTRUC",24520,0,0,115347.12,0,115347.12
"CUMA DES VERRIERS","SAINT MARTIN DE LONDRES",34380,0,0,118500,0,118500
"CWL SARL JW EL HO VINS D'ALSACE J CATTIN","VOEGTLINSHOFFEN",68420,0,115285.75,0,0,115285.75
"EARL B FALAMPIN","ROYAUCOURT",60420,118066.43,0,0,0,118066.43
"EARL B V DEGROOTE","ROUSSIERE",27270,103906.36,0,13442,0,117348.36
"EARL BAILLARGE FRERES","CAUNAY",79190,91613.14,0,26178.83,0,117791.97
"EARL BATANERO","CAHUZAC",47330,111653.34,0,3443.27,0,115096.61
"EARL BAUD","NIEUL LE VIROUIL",17150,95469.62,0,21120,0,116589.62
